Key,Value/Id,Value/ShardId,Value/ShardRate,Value/RareItemId,Value/RareItemQuantity,Value/RareItemRate,Value/CommonItemId,Value/CommonItemQuantity,Value/CommonRate,Value/RareIngredientId,Value/RareIngredientQuantity,Value/RareIngredientRate,Value/CommonIngredientId,Value/CommonIngredientQuantity,Value/CommonIngredientRate,Value/CoinType,Value/CoinOverride,Value/CoinRate,Value/AreaChangeTreasureFlag
Treasurebox_LIB033,236,None,0,Garlic,1,50,WalnutLumber,1,40,DamascusSteel,1,40,Mithril,1,30,EDropCoin::D100,100,0,true
Treasurebox_LIB040,237,None,0,Dentistshat,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_LIB041,238,None,0,Garlic,1,50,WalnutLumber,1,40,DamascusSteel,1,40,Mithril,1,30,EDropCoin::D100,100,0,true
Treasurebox_LIB042,239,None,0,Garlic,1,50,WalnutLumber,1,40,DamascusSteel,1,40,Mithril,1,30,EDropCoin::D100,100,0,true
Treasurebox_LIB043,240,None,0,Crowmask,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TRN002,242,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TRN002,243,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TRN002,244,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TRN002,245,None,0,ShiroTorujiro,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TRN002,246,None,0,None,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,2000,100,false
Treasurebox_KNG002,249,None,0,SpongeCake,1,50,Mithril,1,40,Felt,1,50,Platinum,1,20,EDropCoin::D500,500,0,true
Treasurebox_KNG002,250,None,0,ItemRecipe002,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG003,251,None,0,SpongeCake,1,50,Mithril,1,40,Felt,1,50,Platinum,1,20,EDropCoin::D500,500,0,true
Treasurebox_KNG005,252,None,0,SpongeCake,1,50,Mithril,1,40,Felt,1,50,Platinum,1,20,EDropCoin::D500,500,0,true
Treasurebox_KNG006,253,None,0,SpongeCake,1,50,Mithril,1,40,Felt,1,50,Platinum,1,20,EDropCoin::D500,500,0,true
Treasurebox_KNG010,254,None,0,SpongeCake,1,50,Mithril,1,40,Felt,1,50,Platinum,1,20,EDropCoin::D500,500,0,true
Treasurebox_KNG011,255,None,0,ArmsRecipe018,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG012,256,None,0,Burtgang,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG012,257,None,0,SpongeCake,1,50,Mithril,1,40,Felt,1,50,Platinum,1,20,EDropCoin::D500,500,0,true
Treasurebox_KNG016,258,None,0,WorldfashionNo11,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG017,259,None,0,Gram,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG017,260,None,0,Keyofbacker4,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG017,261,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,2000,100,false
Treasurebox_KNG017,262,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG017,263,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG018,264,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG018,265,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG018,266,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG018,267,None,0,ArmsRecipe020,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG020,268,None,0,SwordWhip,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG021,269,None,0,Medal022,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG021,270,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG021,271,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_KNG022,272,None,0,Measurementglasses,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD001,274,None,0,BalletRecipe001,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD002,275,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD003,276,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD003,277,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD003,278,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD003,279,None,0,CurryPowder,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD005,280,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD005,281,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD007,282,None,0,ArmsRecipe003,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD008,283,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD009,284,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD009,285,None,0,DishRecipe006,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD009,286,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD009,287,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,500,100,false
Treasurebox_UGD010,288,None,0,Walkerking,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD011,289,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD012,290,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD013,291,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD013,292,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD014,293,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD015,294,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD016,295,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD017,296,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD018,297,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD019,298,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD020,299,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD021,300,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD022,301,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD023,302,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD024,303,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD024,304,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD024,305,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD025,306,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,500,100,false
Treasurebox_UGD025,307,None,0,Striderbelt,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD025,308,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD026,309,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD027,310,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD028,311,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD029,312,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD030,313,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD031,314,None,0,RoseRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD031,315,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD032,316,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD033,317,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD034,318,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD035,319,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD036,320,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD036,321,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD037,322,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD038,323,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD039,324,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD040,325,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD041,326,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD042,327,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD043,328,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD044,329,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD044,330,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,2000,100,false
Treasurebox_UGD045,331,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD046,332,None,0,OgreWoodenSword,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD046,333,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD047,334,None,0,Rennet,1,40,Ruby,1,30,Sapphire,1,30,Emerald,1,30,EDropCoin::D100,100,0,true
Treasurebox_UGD047,335,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD048,336,None,0,DishRecipe003,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD048,337,None,0,CurryPowder,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD049,338,None,0,Potion,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD050,339,None,0,Criticalring,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD051,340,None,0,LightningBolt,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD052,341,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD052,342,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD053,343,None,0,DishRecipe014,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD054,344,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD055,345,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_UGD056,346,None,0,FaerieScarf,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_UGD057,347,None,0,FriedFish,1,40,Platinum,1,30,MahoganyLumber,1,40,Clystal,1,10,EDropCoin::D500,500,0,true
Treasurebox_SND000,349,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND001,350,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND002,351,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND003,352,None,0,Flightcapoftraveler,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_SND004,353,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND005,354,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND006,355,None,0,WeightedRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_SND007,356,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND008,357,None,0,BalletRecipe003,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_SND008,358,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_SND009,359,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND010,360,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND010,361,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_SND011,362,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND012,363,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND013,364,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND014,365,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND015,366,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND016,367,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_SND017,368,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND018,369,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND019,370,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND020,371,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND021,372,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND022,373,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND023,374,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND024,375,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND025,376,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND026,377,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_SND027,378,None,0,Mithridate,1,50,MahoganyLumber,1,30,Clystal,1,20,Gold,1,5,EDropCoin::D500,500,0,true
Treasurebox_ARC000,380,None,0,CurryPowder,1,20,WalnutLumber,1,30,DamascusSteel,1,30,Pepper,1,40,EDropCoin::D100,100,0,true
Treasurebox_ARC001,381,None,0,CurryPowder,1,20,WalnutLumber,1,30,DamascusSteel,1,30,Pepper,1,40,EDropCoin::D100,100,0,true
Treasurebox_ARC002,382,None,0,CurryPowder,1,20,WalnutLumber,1,30,DamascusSteel,1,30,Pepper,1,40,EDropCoin::D100,100,0,true
Treasurebox_ARC003,383,None,0,ArmsRecipe005,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_ARC004,384,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_ARC005,385,None,0,CurryPowder,1,20,WalnutLumber,1,30,DamascusSteel,1,30,Pepper,1,40,EDropCoin::D100,100,0,true
Treasurebox_ARC006,386,None,0,Silvermanring,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_ARC006,387,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_ARC007,388,None,0,SkullNecklace,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_ARC007,389,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TAR000,391,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR001,392,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR002,393,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR003,394,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR004,395,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR005,396,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR006,397,None,0,SpikeBreast,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_TAR007,398,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR008,399,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR009,400,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_TAR010,401,None,0,MahoganyLumber,1,40,Clystal,1,30,Silk,1,20,Diamond,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN000,403,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN001,404,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN002,405,None,0,TalismanScarf,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_JPN002,406,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,2000,100,false
Treasurebox_JPN003,407,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN003,408,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN004,409,None,0,DishRecipe002,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_JPN005,410,None,0,ArmsRecipe009,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_JPN006,411,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN007,412,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN008,413,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN009,414,None,0,WorldfashionNo08,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_JPN010,415,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN010,416,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,2000,100,false
Treasurebox_JPN011,417,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN012,418,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN013,419,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN014,420,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN015,421,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN016,422,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_JPN017,423,None,0,OfudaTalisman,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_JPN018,424,None,0,KitsuneMask,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_JPN019,425,None,0,SoySauce,1,30,Miso,1,30,CypressLumber,1,20,Hihiirokane,1,5,EDropCoin::D500,500,0,true
Treasurebox_RVA000,427,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA001,428,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA001,429,None,0,Firemuffler,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_RVA002,430,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA003,431,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA003,432,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA004,433,None,0,Riskring,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_RVA005,434,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA005,435,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA006,436,None,0,BalletRecipe004,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_RVA007,437,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA008,438,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA009,439,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA010,440,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
Treasurebox_RVA011,441,None,0,Lohengrin,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,false
Treasurebox_RVA011,442,None,0,CurryPowder,1,30,Silk,1,30,Diamond,1,10,Bixbite,1,10,EDropCoin::D500,500,0,true
